id,seed,problem,solution,is_offline_store,expected_primary,expected_alt,expected_secondary,category,note
D0067,초등 교과 연계 수준별 수학 워크북 시리즈 출판,초등 교과 과정은 학년별로 표준화되어 있으나 수준별(기초·중간·심화) 연습문제와 교사용 해설지를 함께 제공하는 출판물이 부족해 학부모와 학교의 보충학습 수요가 높음.,"학년별·단원별 수준 구분 워크북(인쇄본)과 교사용 해설서, PDF 다운로드 및 정기 구독형 문제은행을 기획·편집·인쇄·출판하여 온라인 직판과 학교·인쇄물 유통망을 통해 판매. 교사용 판촉 패키지 및 학교 대량구매 계약으로 수익화.",False,221103,,,명확단일,교과 관련 학습지·참고서 등 출판에 해당
D0068,지역 기행·관광 에세이 및 지역문화 단행본 출판,지방 소규모 작가와 지역문화 기록물을 전문적으로 발굴·출간하는 출판사가 적어 지역 관련 인쇄물 수요가 존재함.,"지역 작가의 기행문, 역사 에세이, 지역문화 조사 리포트 등을 편집하여 단행본(종이책, 전자책)으로 제작·인쇄·유통. 온라인 서점과 독립서점, 지역 관광지와 연계한 판매로 수익 창출.",False,221100,,,명확단일,일반 서적(교재·학습서 제외) 출판업
D0069,인디 뮤지션 음원·앨범 기획·제작·출판 레이블,"독립 음악가들이 디지털·물리 음반 유통, 저작권 관리, 음원 출판 서비스를 필요로 함. 로컬 광고·드라마 삽입 등 라이선스 수요도 존재.","녹음·마스터링·저작권 등록을 포함한 음원 제작 서비스 제공 후 음원·앨범을 레이블 명의로 직접 출판(스트리밍, 다운로드, CD/LP 유통), 방송·광고·게임용 라이선스 판매로 수익화.",False,221300,,,명확단일,음악 및 오디오 기록물의 기획·제작·출판
D0070,웹툰 연재작 모음 단행본·작품집 출판,"웹툰 플랫폼에서 인기 있는 연재작을 오프라인 단행본으로도 소장하려는 독자 수요가 있으며, 일부 작가는 단행본 출간 채널이 필요함.",웹툰 원고를 편집·재구성해 단행본(종이책)과 전자책으로 제작·출판하고 굿즈와 번들 패키지로 판매. 온·오프라인 서점 및 웹툰 플랫폼과의 제휴 판매를 통해 수익화.,False,221104,,,명확단일,만화 단행본 출판
D0071,맞춤 캘린더·엽서·포토북 등 디자인 인쇄물 출판사,"기업·브랜드와 개인이 이벤트용·판촉용으로 소량 맞춤 인쇄물(캘린더, 엽서, 포토북 등)을 대량으로 지속 발주하나 디자인·출판업체가 전문적으로 기획·발행해주길 원함.","캘린더, 판촉용 포토북, 아트 포스터, 엽서 세트 같은 기타 인쇄물 기획·디자인·인쇄하여 정기 카탈로그로 발행하고 기업 판촉 패키지로 납품 및 소비자 직판으로 판매.",False,221900,,,명확단일,사진·엽서·캘린더 등 기타 인쇄물 출판
D0072,직장인 대상 실무형 SQL·데이터분석 온라인 강의 플랫폼,현업에서 바로 활용 가능한 실습 중심 데이터 역량을 온라인으로 단기·집중 학습하려는 직장인 수요가 지속적으로 증가함.,"동영상 강의, 실습용 가상환경, 주간 라이브 세션과 과제 채점 시스템을 포함한 강의 콘텐츠를 자체 제작·플랫폼에서 제공하고, 구독·코스별 유료 판매와 기업 단체 라이선스 판매로 수익화.",False,809016,,,명확단일,온라인 강의 내용물을 제작·보유하고 인터넷으로 교육하는 학원형 서비스
D0073,청소년 대상 파이썬·인공지능 실습형 오프라인 학원,"중고등학생의 AI·코딩 관심은 높지만 실습 시설(PC, 서버)과 과정을 갖춘 지역 오프라인 학원이 드물어 실습 중심 교육 수요가 존재함.","교실형 실습실을 갖춘 학원에서 소규모 실습 위주 파이썬, 머신러닝 프로젝트 반을 운영하고 학원 수강료(월정액·단기캠프)로 수익을 얻음. 방학 특강과 대회 대비반도 운영.",True,809013,,,명확단일,컴퓨터 프로그래밍·운영 등 컴퓨터 교육을 수행하는 학원
D0074,외국인 대상 한국어 회화·TOPIK 대비 학원,"유학·취업·비자 사유로 한국어 실력 향상을 원하는 외국인 학습자가 꾸준히 있으며, 맞춤형 회화·시험 대비반 수요가 높음.","오프라인 강의(소그룹 회화)와 시험 대비(모의고사, 첨삭) 과정을 운영하고, 장기과정·단기집중과정을 수강료 기반으로 판매. 온라인 보충 수업도 병행하나 학원 중심 서비스.",True,809017,,,명확단일,외국어(한국어 포함) 교육을 제공하는 학원
D0075,지역 소규모 피아노·바이올린 개인 레슨 학원,아동·청소년을 대상으로 한 1:1 악기 개인 레슨 수요는 지역 커뮤니티에서 꾸준하나 전문 교습 기관이 제한적임.,"개인·소그룹 레슨(피아노, 바이올린)과 연주회·학원 내부 평가 시스템을 운영하여 수강료로 수익을 창출. 악기 대여·수업용 악보 판매 등 부가 서비스 제공.",True,809009,,,명확단일,음악(피아노·현악 등) 교육을 하는 학원
D0076,영유아 발달 놀이법 1인 유튜브 채널 운영,"맞벌이 가정과 젊은 부모층에서 집에서 할 수 있는 발달 놀이법과 짧은 교육 콘텐츠 수요가 높고, 신뢰도 있는 육아 콘텐츠 크리에이터에 대한 수요가 있음.","교육적 놀이 영상(10–15분), 월간 유료 멤버십(추가 PDF·활동지 제공), 협찬·광고·브랜드 제휴를 통한 수익화. 개인 채널로 콘텐츠를 직접 기획·촬영·편집하여 업로드.",False,940306,,,명확단일,1인 미디어 콘텐츠 창작자로서 영상 콘텐츠 제작·유통
D0077,학교·에듀테크 기업 대상 교육용 애니메이션·숏폼 영상 제작 스튜디오,"학교와 교육기업은 수업용·마케팅용 맞춤형 교육 영상(애니메이션, 인터랙티브 숏폼)을 외주로 제작하길 원하나 전문 제작사가 제한적임.","교수설계팀과 애니메이션 제작팀을 갖추고, 교육과정에 맞춘 2–5분 학습용 애니메이션 및 숏폼 콘텐츠를 주문형으로 제작해 제작비·라이선스 수익을 얻음. 완성물은 고객에게 납품 및 별도 LMS 연동 서비스 제공.",False,921505,,,명확단일,미디어 콘텐츠(교육용 영상) 창작 및 제작 서비스
D0080,옥상에서 허브·차류를 재배해 직접 음료에 활용하고 소형화분을 함께 파는 카페,"도심 소비자들이 '직접 기른 허브'로 만든 신선한 허브티·음료를 원하고, 체험형 구매(화분 구매)를 선호함.","카페에서 제공하는 음료(허브차, 허브라떼 등)에 옥상에서 재배한 바질·레몬밤·애플민트를 사용하고, 소량의 화분(재배용 묘목)을 매장에서 함께 판매. 주된 매출은 음료·테이블 서비스.",True,552303,,011005,유사경계,매장 방문객에게 음료 제공이 주된 활동이면 '커피전문점(552303)'. 허브 재배는 부수적 영업활동(011005).
D0081,이동형 스페셜티 커피 카트(푸드트럭 유사) — 이벤트·사무실 정기 출점,행사·사무실 단체에서 빠르고 품질 좋은 에스프레소·핸드드립을 원하는데 상시 고정 매장이 없는 수요가 많음.,"이동식 카트를 이용해 현장에서 직접 원두를 추출해 판매하고, 브랜드 원두 소포장(100g)도 현장 판매 및 온라인으로 병행. 정기 출점 계약으로 B2B 이벤트 서비스를 제공.",False,552308,,552303,유사경계,이동형으로 현장에서 즉석 조리·판매하는 경우 '이동 음식점업(552308)'. 브랜드 음료 전문점 성격도 있으므로 커피전문점이 보조 후보.
D0082,테이블 좌석이 있는 소규모 제빵·샌드위치 카페(직접 제빵),동네 상권에서 매일 갓 구운 빵과 함께 고품질 커피를 함께 소비하려는 고객이 많아 베이커리와 카페를 결합한 형태가 유망함.,"매장 내에 제빵 설비를 두고 빵·케이크를 직접 굽고, 그 빵으로 만든 샌드위치와 에스프레소 기반 음료를 제공. 구운 빵의 테이크아웃 판매 비중이 크고 좌석·테이블을 제공.",True,552301,,552303,유사경계,직접 제빵 생산 및 소매(즉석제조 판매)가 주된 경우 '제과점업(552301)'. 커피 제공이 주가 되면 커피전문점으로 분류될 수 있음.
D0083,공방형 콤부차·수제 탄산음료 생산자 겸 소형 테이스팅룸,"수제 발효 음료(콤부차·저당 탄산음료)를 찾는 소비자는 늘지만, 대량 생산 설비가 아닌 소규모 병입 생산을 원하는 소비자도 존재함.","작은 발효 탱크로 콤부차를 제조해 병입·라벨링하고, 매장 내 테이스팅 바에서 시음·판매와 소매 포장 판매를 병행. 일부는 로컬 카페에 도매 공급.",True,155402,,552307,유사경계,발효·병입하여 제품화하는 경우 '기타 비알코올 음료 제조업(155402)'. 테이스팅룸은 부수적 소매점 활동(비알코올 음료점)으로 보일 수 있음.
D0085,Q1: 맞춤 목재 창호(창틀) 제작·판매 및 현장 설치 서비스,"노후 건물의 창호 교체 수요가 늘고 있으나 지역 내에서 맞춤형 창호를 직접 구매·설치할 수 있는 소매 채널이 적고, 소비자는 창호 재질·단열 성능을 비교하기 어려움.","매장 뒤편의 소형 작업장에서 주문에 따라 목재 창호(창틀·창문틀)를 제작하고, 매장에서 일반 소비자에게 창호 제품(단창·복층유리 포함), 실링·페인트, 창호용 부속(레일·손잡이 등)을 소매로 판매한다. 추가로 현장 측정·설치 서비스를 유상 제공하여 설치까지 원스톱으로 처리한다.",True,523491,,523331,유사경계,건설자재(창호)를 일반 소비자에게 소매·설치하는 경우 건설자재 소매업(523491)으로 분류되는 것이 적절. 목재 제작 비중이 높아 가구업(523331)으로 오분류될 수 있음.
D0087,Q1: 수입 가죽가방 전문 소매점(수선·부분 맞춤 서비스 포함),프리미엄 수입 가방을 원하는 소비자는 많지만 정품 취급·수선 서비스를 제공하는 전문 매장이 적음. 수선·클리닝을 결합하면 충성 고객 확보 가능.,"유명 브랜드(또는 수입 수제) 가죽가방을 수입하여 오프라인 매장에서 소매하고, 가방 스트랩 교체·지퍼 수리·가죽 클리닝 같은 경미한 수선 및 맞춤 악세서리(내부 파티션 등)를 유상으로 제공한다.",True,523993,,523954,유사경계,가방 및 기타 가죽제품을 전문 소매하면 523993. 수선·수리 서비스를 병행하는 경우에도 주업이 소매라면 이 코드가 맞음.
D0088,Q1: 재생 금속 수집·선별 후 아트 가구·소품 제작 및 직판(온라인 병행),"산업 폐기물·스크랩을 활용한 업사이클 제품 수요 증가와 함께, 재생자재의 판매 채널(원자재·가공품 모두)에 접근할 수 있음.","건설현장·공장 등에서 재생 가능한 금속 스크랩을 수집·선별해 재생 자재로 판매(플랜트·재활용업체 대상)로 안정적 수익을 확보하고, 선별된 자재 일부는 스튜디오에서 가공해 아트 가구·인테리어 소품으로 제작·직판(온라인 마켓, 팝업스토어)한다.",False,514971,,523311,유사경계,수집·판매(재생용 재료)가 주된 활동이라면 재생용 재료 수집 및 판매업(514971). 가공비중이 주가 되어 가구 소매가 핵심이면 523311로 보일 수 있음.
D0090,Q1: 소형 광학·정밀기기 전문 매장(현미경·검사 렌즈) 및 계측·보정 서비스,"대학·연구실·소형 제조업체가 저가형부터 중급형 광학장비를 필요로 하나, 현지에서 구입·교정·정밀보정 받기 어려움.","현미경·착용형 렌즈·카메라용 매크로 렌즈 등 광학기기를 소매로 판매하고, 렌즈 정렬·계측기기 보정·클리닝·간단 수리를 유상으로 제공한다. 제품은 소비자 및 소규모 연구기관 대상.",True,523552,,523954,유사경계,광학·정밀기기 판매 및 보정 서비스가 결합된 경우 기타 광학 및 정밀 기기 소매업(523552). 단순히 '특수상품 소매'로 분류되기 쉬움.
D0093,중고·수리 병행 컴퓨터 수리 및 리퍼비시 온라인 판매,"개인·소규모 사무실에서 고장 난 노트북·데스크탑과 주변기기를 빠르게 수리받고, 저렴한 리퍼비시 제품을 온라인으로 구매하려는 수요가 늘고 있음. 폐기되는 부품을 재활용해 수익을 올릴 기회 존재.","수리 워크숍에서 노트북·데스크탑·모니터·키보드 등 컴퓨터 및 주변기기를 수리·진단하고, 고장 부품을 교체한 리퍼비시 제품을 자체 온라인몰과 오픈마켓에 판매. 출장 수리와 수거·배송 서비스 병행.",True,725000,,922103,유사경계,"주요 활동이 컴퓨터 및 주변기기(노트북, 데스크탑, 모니터 등)를 전문적으로 수리하고 리퍼비시 판매를 병행하므로 컴퓨터 및 주변기기 수리업(725000)이 적절. 다만 전자기기 일반 수리(922103)로 혼동될 수 있음."
D0094,출장 가전 수리 및 부품 소매 병행 소형 매장,"가전제품(세탁기, 냉장고, 전자레인지 등) 고장 시 빠른 출장수리와 정품·호환 부품을 바로 구매하려는 수요가 많음. 부품 소매로 추가 매출 창출 가능.","소규모 매장을 중심으로 고객집 방문 출장수리 서비스를 제공하고, 소매 카운터에서 자주 교체되는 부품(모터, 타이머, 히터 등)과 소형 리퍼 제품을 판매. A/S 계약형 서비스 판매도 병행.",True,922104,,922103,유사경계,가정용 전기제품을 전문적으로 수리·출장수리하고 부품을 소매하므로 가전제품 수리업(922104)이 적절. 전기·전자 일반 수리(922103)로 오해될 수 있음.
D0095,가죽가방·구두 수선 겸 소형 수제 가죽제품 제작·판매,"가죽가방·구두 수선 수요는 꾸준하고, 맞춤·소량 제작된 가죽 소품(카드지갑, 파우치)을 추가로 판매하면 객단가를 높일 수 있음. 온라인 판매로 범위 확장 가능.","오프라인 수선소에서 가죽·가방·구두 수선을 주력으로 하되, 자체 디자인의 소형 가죽제품을 제작하여 매장과 자사몰·마켓에 판매. 리폼·맞춤 주문도 수주.",True,922108,,922105,유사경계,"가죽·가방·신발의 수선과 소품 제작·판매가 핵심이므로 가죽, 가방 및 신발 수리업(922108)이 적절. 의복·직물 수선(922105)과 혼동되기 쉬움(섬유류 리폼과 경계)."
D0096,가정용 픽업·배달 세탁 앱(주요 타깃 가정) 및 소규모 카페 린넨 일부 공급,"도심 거주 가구는 편리한 픽업·배달 세탁을 원하며, 초기 B2C로 시작해 소규모 카페·식당 대상 린넨 공급으로 매출 다각화 가능.","모바일 앱을 통해 가정 고객의 세탁물 픽업·배달 예약을 받고, 자체 세탁 시설에서 가정용 세탁(일반 의류·이불·커튼 등)을 처리. 부가적으로 소규모 상업용 린넨 납품 계약을 일부 체결.",False,930100,,930102,유사경계,주수익원이 가정용 세탁 서비스(픽업·세탁·배송)이므로 가정용 세탁업(930100)이 적절. 다만 일부 린넨 공급 활동 때문에 세탁물 공급업(930102)과 혼동될 수 있음.
D0097,전동킥보드·전기자전거 수리 및 배터리 교체(스테이션) 서비스,전동 개인 이동수단 보급 확대로 고장·배터리 수명 문제와 빠른 교체 서비스 수요가 증가. 전자제어·배터리 관리 역량으로 경쟁우위 확보 가능.,"전동킥보드·전기자전거의 모터·컨트롤러·배터리 등 전기·전자 계통을 전문으로 수리·정비하고, 배터리 교체 스테이션을 설치해 신속 교체 서비스를 제공. 정기 점검 구독 모델 도입.",True,922103,,922102,유사경계,"전자·전기 계통(모터 제어기, 배터리 등)을 전문적으로 정비하므로 전기·전자 및 정밀 기기 수리업(922103)이 적절. 기계적 수리로 해석하면 기타 일반 기계 및 장비 수리업(922102)으로 오인될 수 있음."
D0098,남성전용 이발소(빠른 컷) + 자체 브랜드 헤어제품 구독·온라인 판매,"바쁜 남성 고객은 예약 없이 빠른 이발 서비스를 원하고, 맞춤형 남성 헤어·스킨 제품 정기구매(구독) 수요가 증가.","오프라인 이발소에서 컷·면도·스타일링을 제공하고, 자체 제작한 왁스·두피토닉 등 남성용 헤어제품을 매장과 온라인으로 판매 및 월간 구독 서비스로 공급.",True,930201,,930203,유사경계,주요 서비스가 남성 고객 대상의 이발(컷·면도 등)이므로 이용업(930201)이 적절. 염색·펌 등 미용 서비스가 강화되면 두발 미용업(930203)으로 보일 수 있음.
D0099,동네 재봉사 연결 의류수선 중개 플랫폼(집수거·배송 포함),"소규모 재봉·수선점은 고객 유입이 적고, 소비자는 편리한 집수거 수선 서비스를 원함. 플랫폼으로 양측을 연결하면 양쪽 모두 혜택.","모바일/웹 플랫폼을 통해 고객의 의류 수선·수선 요청을 접수하고, 수거·배송을 직접 운영하거나 제휴 택배로 처리. 지역 재봉사(개인사업자)가 실제 수선을 수행하고 플랫폼은 중개수수료와 물류·결제 기능을 제공.",False,922105,,749102,유사경계,실제 서비스(의복 수선)는 지역 재봉사가 수행하므로 업종 분류는 의복 및 기타 가정용 직물제품 수리업(922105)이 적절. 그러나 사람을 공급하는 서비스(장기간 파견)를 연상해 상용 인력 공급업(749102)으로 오해될 수 있음.
D0100,자동차 실내외 디테일링·PDR(무도장 판금)·블랙박스·대시캠 장착 소규모 정비점,"차량을 소유한 소비자가 디테일링(세차·실내크리닝), 무도장 판금 수리, 블랙박스·내비·전기장치 장착을 한곳에서 받고 싶어함. 부가장비 설치로 매출 다각화 가능.","소형 자동차 정비소에서 실내 크리닝·유광 코팅·PDR(무도장 판금) 등 전문 디테일링 서비스를 제공하고, 블랙박스·후방카메라·HUD 등 전장 장비 설치 서비스를 병행. 예약형 작업과 정기관리 패키지 판매.",True,922202,,922201,유사경계,"차량의 특정 부분(내장, 차체 소손·판금, 전장장비 설치)을 전문적으로 취급하므로 자동차 전문 수리업(922202)이 적절. 종합정비(922201)로 오인될 수 있음."
D0101,맞춤형 인조대리석 주방·욕실 상판(퀄츠·아크릴 베이스) 소규모 제조,"국내 주택 리모델링 수요 증가로 모양·색상·크기를 주문 제작하는 인조대리석 상판 수요가 있으나, 대형업체의 최소발주량이 커 중소 인테리어업체와 직거래 가능한 소형 생산자가 필요하다.","수입 원석(천연광물 분말)과 아크릴·폴리에스터 수지를 배합해 몰딩·프레싱·연마·컷팅을 통해 맞춤 상판(주방·욕실 카운터, 세면대 일체형)을 제조하고, 소량 맞춤 주문을 B2B(인테리어)·B2C(온라인·매장)로 직접 납품·설치한다. 자체 레진 배합 탱크, 몰드, CNC 컷터, 연마설비를 보유해 원재료 가공에서 완제품까지 생산한다.",True,269508,,269506,유사경계,원재료(광물분말+수지)를 배합·성형·연마하여 인조대리석 제품을 직접 제조하므로 인조대리석 제품 제조업 코드가 적합.
D0102,수입 LED 칩으로 제작하는 맞춤형 LED 스트립·모듈 조립 및 완제품 판매,"상업공간·가정의 맞춤형 조명 수요는 높지만, 수입 모듈을 그대로 쓰면 길이·방열·컨트롤 옵션에서 제약이 있어 현지에서 맞춤 조립하는 업체에 대한 수요가 존재한다.","해외에서 LED 칩·드라이버·PCB를 들여와 자체 설계한 방열구조, 방수 실링, 컨트롤러를 조립해 LED 스트립·바형 조명·커스텀 라인조명을 제조·판매한다. 광학 렌즈 부착, 알루미늄 방열체 절단·조립, 전기 안전시험을 진행하고 B2B(인테리어·상업공간)와 온라인 B2C로 판매한다.",False,315005,,321004,유사경계,완제품 조명기구(LED 스트립·모듈)를 설계·조립·검사해 판매하므로 기타 조명장치 제조업 코드가 적절.
D0104,현장 진단용 면역검사 키트(ELISA·신속항원) 개발·생산,"중소 병·검진센터와 동물병원에서 비용 대비 자체 검사 가능 수요가 늘어나며, 빠른 현장진단용 체외진단 시약에 대한 수요가 지속적으로 존재한다.","항체·항원 혼합물 제조, 완충액·표지효소 조제, 스트립·플레이트에 코팅, 건조·포장·멸균(필요시) 과정을 거쳐 ELISA 키트·신속면역측정 키트(라테랄플로우)를 제조하여 의료기관·시험기관·동물병원에 공급한다. 품질관리·임상성능평가를 통한 배치 기준을 마련한다.",False,242907,,381005,유사경계,검체 검사용 체외진단 시약을 자체 조제·코팅·포장하여 제조하므로 체외 진단 시약 제조업 코드가 적절.
D0106,소량 다품종 경성(리지드) 인쇄회로기판(PCB) 제작 및 표면처리(삼층 이상) 공정 설비 보유,"전자제조업의 일부인 소규모 하이브리드 장비업체들이 시제품·소량다품종 PCB를 빠르게 납품받기 원하며, 해외 발주 회로기판 소통·납기 문제로 국내 소량생산 필요가 있다.",프레임→내층 인쇄·감광·에칭·적층(라미네이션)·비아성형·드릴링·구리도금·솔더마스크·실크스크린 등 경성 인쇄회로기판 제조 전 공정을 수행하여 다층 리지드 PCB를 생산하고 검사·테이프포장하여 전자부품사·시제품제작사에 판매한다. 외주가공을 줄이고 판과 보드 자체 제조에 초점을 둔다.,False,321009,,300101,유사경계,경성 인쇄회로기판의 적층·에칭·도금·드릴 등 1차 PCB 제조 공정을 수행하므로 경성 인쇄회로기판 제조업이 적절.
D0107,천연 코르크 분말·모듈형 혼합수지로 만드는 친환경 요가블록·요가용품 생산,"플라스틱·합성 폼 제품의 환경문제로 코르크 기반의 친환경 요가용품 수요가 증가하며, 천연 코르크를 이용한 경질 블록·브릭을 소량·맞춤 색상으로 공급하는 생산자가 필요하다.","천연 코르크를 분쇄·체질하여 결합수지(친환경 바인더)와 혼합·압축 성형·경화·연마·재단·표면처리 과정을 통해 요가블록, 필라테스용 브릭, 코르크 매트 단위를 제조한다. B2C·B2B(요가학원)로 온라인과 유통망을 통해 유통한다.",False,202903,,269506,유사경계,천연 코르크를 분쇄·성형하여 코르크 제품을 제조하므로 코르크 및 조물 제품 제조업 코드가 적합.
D0109,스마트팜용 온습도·CO2·광 제어 모듈과 통합 제어기를 자체 설계·제조해 농가에 판매,"국내 소규모 스마트팜은 맞춤형 제어장비가 부족하고, 외산 장비는 비용이 높아 초기 도입 장벽이 큼. 유지보수·현장 커스터마이즈 수요가 존재함.","센서·액추에이터를 통합한 농업용 환경제어 하드웨어(모듈·컨트롤러)를 설계·조립·검증해 납품하고, 현장 설치·커미셔닝·사후 A/S를 제공. 일부 기기나 패널을 주문생산함.",False,292100,,281103,유사경계,농업 생산·출하 과정에 쓰이는 기기(환경제어기·자동급수 장치 등)를 제조하므로 '292100 농업 및 임업용 기계 제조업'이 적절. 금속 가공·구조물 제조(281103)로 오인될 수 있음.
D0110,소규모 농가와 외식업체를 매칭하는 온라인 B2B 주문·정산 플랫폼(중개수수료 기반),"소규모 농가는 안정적 판매처 부족, 외식업체는 로컬 소량 다품목 공급망을 구축하기 어려움. 플랫폼으로 직거래·스케줄링·정산을 자동화하면 유통비 절감과 신선도 개선 가능.",농가·레스토랑 회원을 모아 농산물 주문·배차·결제·수수료 기반 중개 서비스를 제공. 거래 데이터·물류 연결을 위한 SaaS형 기능도 제공하지만 주수익은 거래수수료.,False,511111,,512212,유사경계,플랫폼이 거래 체결과 중개 수수료를 주된 수익원으로 한다면 '511111 산업용 농·축산물 중개업'이 맞다. 다만 플랫폼이 직접 도매로 재고를 사들여 파는 형태면 도매업(512212)으로 분류될 수 있다.
D0112,스마트팜 도입 희망 농가를 대상으로 파종·제초·수확·농약살포 등 현장 작업을 계약형으로 제공하는 농업 외주 서비스,귀농 초보자·영세농은 노동력과 계절인력 확보가 어려워 핵심 공정 일부를 외주화하려는 수요가 늘고 있음. 전문 장비·무인기 활용 수요도 존재.,"계약 기반으로 밭갈기·정식·파종·수확·농약살포(드론 포함)·수확 후 선별까지 제공하는 현장 대행 서비스를 제공하고, 농기계 임대·운영을 병행.",False,014302,,014301,유사경계,현장 작업을 수수료·계약 형태로 제공하는 것은 '014302 작물재배 지원 서비스업'에 해당. 만약 농장 자체에서 작물과 축산을 병행하며 운영했다면 복합농업(014301)으로 볼 수 있음.
D0113,온실용 강철 프레임·지지대(맞춤형)와 연결 부품을 자체 제작해 농장에 설치까지 제공하는 철구조물 제조·시공 업체,"기성 온실 구조물은 표준화되어 있으나, 지형·확장성에 맞춘 맞춤형 경량·내식성 프레임 수요가 늘고 있음. 농가는 제작·설치 편의를 원함.",강판 절단·절곡·용접으로 온실 프레임·게이블·도어 등을 제조하고 현장으로 배송·조립·설치(볼트체결·기초 앵커링)까지 수행. 일부 부품은 주문제작으로 소량 생산.,False,281103,,452121,유사경계,철제 프레임 등 구조용 금속 판제품을 제조하는 활동이 주라면 '281103 구조용 금속 판제품 및 공작물 제조업'이 맞다. 제조 후 자체 설치 비중이 크면 설치공사업(452121)으로 혼동될 수 있다.
D0115,자체 재배한 식물 추출물을 이용해 유기농 인증을 받은 농업용 천연 유해곤충 방제제(플랜트 추출 농약) 소량 제조·판매,화학합성 농약의 잔류·환경 문제가 커지면서 친환경·유기농 인증이 가능한 천연 방제제 수요가 증가하고 있음. 특히 소규모 유기농 가구는 소포장 제품을 선호.,"농장에서 재배한 식물(예: 니켈소나무, 님 등)에서 유효성분을 추출·정제해 액상·분무용 유기농 방제제를 제조하고, 포장·라벨링해 농가·농자재상에 납품 및 소매 판매.",False,242101,,011006,유사경계,농업용 약제(살충제·살균제)를 제조하는 활동은 '242101 화학 살균·살충제 및 농업용 약제 제조업'으로 분류된다. 원료로 식물 재배를 병행하면 재배업(011006)으로 오해될 수 있음.
D0117,인디게임·게임자산(스프라이트·사운드·애니메이션) 거래·라이선스 중개 플랫폼(수수료·라이선스 판매),"소규모 게임 개발자들이 필요한 아트·사운드 자산을 찾기 어렵고, 자산 제작자는 글로벌 노출 채널이 부족함. 디지털 자산의 저작권 관리와 라이선스 중개 수요가 큼.","자산 업로더(제작자)가 사용권(상업·비상업)을 명시해 등록하면 개발자가 라이선스를 구매·다운로드하도록 중개하고, 저작권·거래내역을 관리하는 웹서비스를 제공. 플랫폼은 거래수수료와 프리미엄 라이선스(에셋 번들) 판매로 수익창출. 자체 제작 자산을 소량 공급하기도 함.",False,749903,,722000,유사경계,디지털 자산(무형재산권)의 감정·중개·알선이 핵심이므로 '사업 및 무형 재산권 중개업'으로 분류. 플랫폼 개발은 부수 활동으로 보임.
D0118,보험상품 비교·가입을 자동화하는 SaaS 기반 보험중개 플랫폼(플랫폼 수수료·API 연동 수익),소비자는 다양한 보험사 상품을 일일이 비교하기 어렵고 보험사는 디지털 채널 확대를 원함. 자동 비교·맞춤 추천으로 전환율을 높일 기회.,"여러 보험사 API를 연동해 소비자 맞춤견적·상품비교·가입신청을 플랫폼에서 중개하고, 보험사로부터 수수료(중개수수료)를 받음. 개발된 비교 알고리즘과 UI는 SaaS로 보험 대리점에 제공 가능.",False,672000,,722000,유사경계,플랫폼이 보험계약 체결을 대리·중개하므로 '보험 대리 및 중개업'이 주업종. 소프트웨어 개발·공급은 보조적 역할일 수 있음.
D0120,외식 매장용 키오스크 단말기(하드웨어) + 클라우드 주문관리·재고관리 SaaS를 함께 판매하는 솔루션,"외식 프랜차이즈는 키오스크와 연동되는 클라우드 시스템을 원하지만, 저렴한 패키지로 묶어 공급하는 사업자가 적음. 하드웨어+SW 통합 패키지 수요 존재.","자체 설계한 키오스크(터치스크린·프린터 포함)를 도매로 식당체인에 공급하고, 장비와 연동되는 클라우드 기반 POS·재고관리 SW를 월구독으로 제공. 초기 수익은 장비 판매, 반복 수익은 SaaS 구독료.",True,515050,,722000,유사경계,주된 활동이 컴퓨터 및 주변장치(키오스크) 도매·공급이라면 컴퓨터·주변장치 도매업(515050)으로 분류. 소프트웨어 개발·공급은 부수적 활동일 수 있음.
D0121,"아티스트용 NFT 마켓플레이스(작품 민팅·거래·보관·로열티 자동지급, 수수료 기반)","디지털 아트 창작자들은 글로벌 판매 채널 및 저작권 수익(로열티) 확보가 어렵고, 안전한 보관·거래 인프라가 필요함. NFT 기반 중개 수요가 큼.","블록체인 기반 플랫폼에서 창작자가 작품을 민팅하고 구매자는 암호화폐·법정화폐로 구매할 수 있게 하며, 거래 수수료·민팅 수수료·프리미엄 보관료로 수익을 얻음. 지갑 연동·에스크로·로열티 자동분배 기능 제공.",False,724002,,749903,유사경계,가상자산(토큰화된 디지털 작품)의 매매 및 중개·보관 서비스가 주된 활동이므로 '가상자산 매매 및 중개업'으로 분류. 무형재산권 중개(749903)와 경계가 있음.
D0122,화주와 화물차주를 연결하는 모바일 화물중개 플랫폼(운송주선·수수료·실시간 매칭),"중소 화주들은 소량 화물 운송을 효율적으로 예약하기 어렵고, 비어있는 택배·화물 적재공간을 활용하면 운송비 절감 가능. 실시간 매칭 수요가 높음.","모바일 앱으로 화주가 화물정보(중량·부피·픽업·도착지)를 올리면 근처 등록된 운송사업자·차주에게 배정·견적을 요청하고, 운송계약 체결과 결제·평가를 중개. 중개수수료와 우선노출 유료상품으로 수익을 창출하며, 필요시 보험 연계 서비스를 제공.",False,602309,,642004,유사경계,화물 운송과 화주·운송업자 간의 주선·중개가 핵심이므로 '화물 운송 중개'로 분류. 단 플랫폼·포털 성격이 강조되면 인터넷 정보 매개업 코드로 혼동될 수 있음.
